val_loss,auc,val_Accuracy,val_CohenKappa,val_F1Score,val_Recall,val_Precision,val_Specificity,epoch,step
0.902522087097168,0.5844605565071106,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,1,385
0.8943515419960022,0.5173220038414001,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,3,771
0.8961581587791443,0.5565595030784607,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,5,1157
0.8976292610168457,0.5750393867492676,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,7,1543
0.9381763935089111,0.4852653741836548,0.6583850979804993,-0.0013322830200195312,0.26466917991638184,0.3329407274723053,0.21963223814964294,0.6663241386413574,9,1929
0.9373733997344971,0.4811357855796814,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,11,2315
0.9340372085571289,0.5220916271209717,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,13,2701
0.9393400549888611,0.5477094650268555,0.6513975262641907,0.09135305881500244,0.34381240606307983,0.36667975783348083,0.36632490158081055,0.6911609768867493,15,3087
0.9570050239562988,0.5759245753288269,0.5442546606063843,-0.038107872009277344,0.2871061861515045,0.3051769733428955,0.27162861824035645,0.6626368761062622,17,3473
0.9313594102859497,0.6018754243850708,0.554347813129425,-0.03099203109741211,0.271944522857666,0.29364147782325745,0.2538858652114868,0.6741746664047241,19,3859
0.94930499792099,0.5433012843132019,0.592391312122345,-0.01395726203918457,0.2964547276496887,0.32352909445762634,0.28386223316192627,0.665541410446167,21,4245
1.0156210660934448,0.3805302381515503,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,23,4631
1.0224955081939697,0.3735341429710388,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,25,5017
1.0265015363693237,0.35060936212539673,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,27,5403
1.0505964756011963,0.35447821021080017,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,29,5789
1.042663335800171,0.3903299570083618,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,31,6175
1.0160648822784424,0.39199551939964294,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,33,6561
1.0368379354476929,0.3833675980567932,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,35,6947
1.0543062686920166,0.35305166244506836,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,37,7333
0.8904683589935303,0.5395278930664062,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,39,7719
0.9986090660095215,0.43459391593933105,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,41,8105
0.9109379649162292,0.5204303860664368,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,43,8491
0.9430661201477051,0.4327210783958435,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,45,8877
0.9784963726997375,0.43347829580307007,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,47,9263
0.9153729677200317,0.6202744245529175,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,49,9649
0.9756596684455872,0.3879257142543793,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,51,10035
0.9164385199546814,0.3328116834163666,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,53,10421
0.9783795475959778,0.37111812829971313,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,55,10807
0.8916129469871521,0.5122909545898438,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,57,11193
0.9185676574707031,0.4369851052761078,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,59,11579
0.8989130854606628,0.5340937376022339,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,61,11965
0.9071760177612305,0.4775342345237732,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,63,12351
0.9009358882904053,0.5198510885238647,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,65,12737
0.8941353559494019,0.5193252563476562,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,67,13123
0.899770975112915,0.5475360751152039,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,69,13509
0.912677526473999,0.3926224410533905,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,71,13895
0.929976761341095,0.37497133016586304,0.6591615080833435,0.0,0.26485729217529297,0.3333333432674408,0.2197205126285553,0.6666666865348816,73,14281
